제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
메디큐브 에이지알(AGE-R) 부스터 프로 X2,,,,SR26-SK-DV-P002,검수 필요,https://m.themedicube.co.kr/product/%EB%B6%80%EC%8A%A4%ED%84%B0-%ED%94%84%EB%A1%9C-x2/2705/,2026년 6월 1일 오전 10:12,,medicube,5,,일반 제품컷 있음,https://cafe24img.poxo.com/medicube0/web/product/extra/big/202604/184e32f2aa5e815b76989286ff650b0d.jpg,홈케어디바이스,,,피부관리,,훅: 집에서 ‘피부과 루틴’을 매일 실행하는 남자 / 문제: 꾸준함이 없으면 피부는 그대로(시간·의지 부족) / 각도: 3분 홈케어(세안→부스터→크림)로 ‘통제감’ 만들기 / 근거: K-홈케어 디바이스 시장 확대 + 전/후 비교 콘텐츠 생성이 쉬움,높음
에스트라 아토베리어365 하이드로 수딩크림 80ml,,,,SR26-SK-BR-P110,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255444,2026년 6월 1일 오전 10:12,,AESTURA,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025544401ko.jpg?,장벽케어,,,피부관리,,훅: 면도/마스크로 무너진 얼굴 컨디션을 ‘장벽’으로 복구 / 문제: 붉음·따가움·속건조가 누적되면 피곤해 보임 / 각도: 남자 장벽루틴(세안→진정→장벽크림)에서 ‘가벼운 크림’ 슬롯 / 근거: 아토베리어 라인의 인지도 + 여름철에도 무겁지 않은 제형 수요(수딩크림),높음
딥티크(DIPTYQUE) 헤어미스트 도 손 30ml,,,,SR26-GR-FR-P102,검수 필요,https://prod.danawa.com/info/?pcode=11657027,2026년 6월 1일 오전 10:12,,DIPTYQUE,4,,일반 제품컷 있음,https://img.danuri.io/catalog-image/027/657/011/c6fd709f1e674ece9e74201fb812d528.jpg?_v=20260513134708&shrink=330%3A%2A,향수,,,스타일관리,,"훅: 향은 ‘첫인상 통제’인데, 향수는 과하다고 느끼는 남자에게 답 / 문제: 향수의 존재감·실수 부담으로 포기 / 각도: 헤어미스트로 ‘은은한 잔향’만 남기는 향 루틴 / 근거: 니치향수의 라이프스타일 확장(헤어/바디) + 직장/모임에서 부담 낮은 향 포지션",낮음
라네즈 퍼펙트 리뉴 너리싱 오일 투 폼 클렌저 200ml,,,,SR26-SK-CL-P110,검수 필요,https://www.laneige.com/kr/ko/skincare/perfect-renew-nourishing-oil-to-foam-cleanser.html,2026년 6월 1일 오전 10:12,,LANEIGE,3,,누끼/단독컷 있음,https://kr.laneige.com/dw/image/v2/BJZH_PRD/on/demandware.static/-/Sites-masterCatalog_Laneige/default/dw0f79dc6c/product/skincare/perfect-renew-nourishing-oil-to-foam-cleanser/PLS_sku_H_moisturizer_200623-02.png?sw=680&sh=680&sm=fit,클렌징,,,피부관리,,훅: ‘세안이 피곤해 보이는 얼굴’을 만든다 / 문제: 강한 세안→당김→유분 폭발의 루프 / 각도: 오일+폼 올인원으로 밤 세안 단계를 단순화 / 근거: 남성 입문 클렌징에서 ‘쉽고 덜 건조한’ 제품 선호 + 올인원/간편 루틴 트렌드,높음
라로슈포제 리피카 윌 라방 클렌징 오일 리필 400ml,,,,SR26-SK-CL-P109,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000247528,2026년 6월 1일 오전 10:12,,La Roche-Posay,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000024752801ko.png?,클렌징,,,위생관리,,훅: ‘샤워 품질’이 남자 컨디션을 바꾼다 / 문제: 건조/가려움 때문에 바디케어를 못 이어감(귀찮아짐) / 각도: 클렌징 단계부터 건조를 줄여 루틴을 ‘끊기지 않게’ 설계 / 근거: 바디/두피까지 저자극·보습형 클렌저 수요 확대 + 리필형은 반복 루틴에 적합,보통
MALIN+GOETZ 유칼립투스 데오드란트 73g,,,,SR26-BD-BC-P110,검수 필요,https://www.shinsegaev.com/goods/initDetailGoods.siv?goods_no=2104363456,2026년 6월 2일 오전 9:17,,MALIN+GOETZ,4,,누끼/단독컷 있음,https://image.shinsegaev.com/upload/C00001/goods/org/319/230907006309319.jpg?RS=750&SP=1,바디케어,,,위생관리,,"훅: 향으로 덮지 말고 체취를 ‘통제’하는 데오드란트 / 문제: 땀+체취는 향수로 덮을수록 답답해지고 역효과 / 각도: 여름·운동 후 ‘청결감/첫인상’ 슬롯 고정템 / 근거: 미니멀한 어반 그루밍 정석 브랜드, 무알루미늄·무베이킹소다 포지션으로 데일리 루틴화 쉬움",보통
Braun Series 9 Pro+ 9687cc 전기면도기,,,,SR26-BD-SH-P705,검수 필요,https://braun.kr/ko-kr/male-grooming/shavers-for-men/series-9,2026년 6월 2일 오전 9:17,,Braun,5,,누끼/단독컷 있음,https://images.ctfassets.net/5coifxs3udm1/630bnfGXPUGKjMYSLjHGL1/4f663d727602750806727779bdf98cf9/Braun_JP_S9Pro_eFMOT_P25_9687cc_3000x3000.jpg?fm=jpg&w=1200,체모·면도,,,위생관리,,"훅: 면도를 ‘아침 의식’으로 고정시키는 플래그십 전기면도기 / 문제: 면도 컨디션이 무너지면 턱·목 라인이 지저분해 보이고 피로감이 누적 / 각도: 1/3/7일 수염도 ‘반복 없이’ 정리하는 규율 루틴 / 근거: 브라운 9 Pro+는 국내 유통/AS가 안정적이고, 면도-세척-보관까지 한 세트로 루틴 자산화 쉬움",보통
Le Labo HINOKI Shower Gel 250ml,,,,SR26-BD-BC-P111,검수 필요,https://www.lelabofragrances.com/shower-gel-796.html,2026년 6월 2일 오전 9:17,,Le Labo,4,,일반 제품컷 있음,https://www.lelabofragrances.com/media/catalog/product/cache/0d396a31b2bf9db71b0fc4d5832884b8/0/6/06021_shower_gel_hinoki_250ml_2000x2000.jpg,바디케어,,,위생관리,,"훅: 샤워를 ‘향 관리’가 아니라 ‘컨디션 정리’로 만드는 바디 루틴 / 문제: 피곤해 보이는 날일수록 몸에서 나는 잔향·체취가 첫인상을 흔듦 / 각도: 퇴근-샤워-수면 전 루틴에 넣는 ‘히노키 청결감’ / 근거: 히노키 향은 남성 향 문법(우디/사우나/정돈)과 궁합이 좋고, 바디워시로 가장 자연스럽게 입문 가능",낮음
NARS Radiant Creamy Concealer (22 shades),,,,SR26-SK-MK-P001,검수 필요,https://www.narscosmetics.co.kr/en/radiant-creamy-concealer/0607845013716.html,2026년 6월 2일 오전 9:17,,NARS,4,,누끼/단독컷 있음,https://www.narscosmetics.co.kr/dw/image/v2/BCSK_PRD/on/demandware.static/-/Sites-itemmaster_NARS/default/dwa6e9d062/hi-res/0607845013716_RCC_Affogato_1.jpg?sh=750&sm=fit&sw=856,메이크업,,,스타일관리,,"훅: 화장한 티가 아니라 ‘피곤해 보이는 얼굴’을 정리하는 컨실러 1개 / 문제: 다크서클·붉은기·잡티가 쌓이면 인상이 ‘관리 안 됨’으로 읽힘 / 각도: 남자 베이스 입문(국소 보정→톤 정리) 루틴 / 근거: 22쉐이드로 톤 대응 폭이 넓고, 자연스러운 커버/광으로 ‘얼굴 컨디션 정리’ 설명이 쉬움",낮음
비레디 블루 파운데이션 SPF27/PA++,,,,SR26-SK-MK-P111,검수 필요,https://www.amoremall.com/kr/ko/product/detail?onlineProdCode=177770000154&onlineProdSn=56132,2026년 6월 2일 오전 11:24,,비레디,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/177770000154/177770000154_01.png?1768982227959,메이크업,,,피부관리,,"훅: 남자의 피부톤을 티 나지 않게 정리하는 파운데이션 / 문제: 모공, 요철, 붉은기 때문에 얼굴 컨디션이 흐트러져 보임 / 각도: 화장이 아니라 인상 정돈 루틴으로 번역 가능 / 근거: 아모레몰 공식 설명에서 남성을 위한 산뜻한 밀착 텍스처와 01-05호 쉐이드 구성을 확인함",높음
비레디 블루 수분 선크림 SPF50+/PA++++,,,,SR26-SK-SS-P114,검수 필요,https://www.amoremall.com/kr/ko/product/detail?onlineProdCode=177770000164&onlineProdSn=57466,2026년 6월 2일 오전 11:25,,비레디,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/177770000164/177770000164_01.png?1768982321096,선케어,,,피부관리,,"훅: 선크림 싫어하는 남자를 위한 수분 SPF / 문제: 끈적임과 답답함 때문에 남성 선케어가 누락됨 / 각도: 아침 루틴의 기본 방어막 / 근거: 아모레몰 공식 페이지에서 SPF50+/PA++++, 남성도 편안하다는 후기 문구, 비건 기능성 선케어 정보를 확인함",높음
비레디 블루 세범 파우더,,,,SR26-SK-MK-P112,검수 필요,https://www.amoremall.com/kr/ko/product/detail?onlineProdCode=177770000166&onlineProdSn=57744,2026년 6월 2일 오전 11:25,,비레디,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/177770000166/177770000166_01.jpg?1681693694576,메이크업,,,피부관리,,"훅: 번들거림을 통제하는 남성용 파우더 / 문제: 오후 유분과 모공 요철이 얼굴을 지저분하게 보이게 함 / 각도: 쿠션 없이도 쓰는 유분 통제 루틴 / 근거: 아모레몰 공식 설명에서 지성·수부지 남성용, 피지 흡착, 무광 마무리 키워드를 확인함",높음
일소 네추럴 마일드 클리어 노우즈 팩 5매입,,,,SR26-SK-HC-P001,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171820,2026년 6월 2일 오전 11:25,,일소,5,,일반 제품컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0017/A00000017182076ko.jpg?l=ko,홈케어,,,피부관리,,"훅: 블랙헤드를 뽑지 않고 관리하는 코 루틴 / 문제: 코 피지와 블랙헤드는 남성 얼굴의 청결감을 크게 떨어뜨림 / 각도: 주 1회 홈 클리닉형 모공 관리 / 근거: 올리브영 공식 입점 페이지에서 1등코팩, 5관왕, 피지순삭 키워드와 직접 제품컷을 확인함",높음
이니스프리 데일리 유브이 노세범 선 파우더,,,,SR26-SK-SS-P115,검수 필요,https://m.innisfree.com/kr/ko/dp/product/103679,2026년 6월 2일 오전 11:25,,이니스프리,4,,누끼/단독컷 있음,https://inm-cdn.innisfree.com/origin-image/product/product/00/00/10/36/79/13177fdf-66a2-43d8-99b9-89633ffa25ba.webp,선케어,,,피부관리,,"훅: 유분을 잡으면서 SPF를 덧바르는 선 파우더 / 문제: 남성은 오후 선케어 보강과 번들거림 통제를 동시에 놓치기 쉬움 / 각도: 외출 중 리셋 루틴 / 근거: 이니스프리 공식몰에서 유분, 핑크빛 생기, 블러리 연출, 선파우더 키워드를 확인함",보통
테라바디 리커버리펄스 카프 진동 압박 밴드,,,,SR26-BD-FT-P040,검수 필요,https://m.therabody.kr/product/%ED%85%8C%EB%9D%BC%EB%B0%94%EB%94%94-%EB%A6%AC%EC%BB%A4%EB%B2%84%EB%A6%AC%ED%8E%84%EC%8A%A4-%EC%B9%B4%ED%94%84-%EC%A7%84%EB%8F%99-%EC%95%95%EB%B0%95-%EB%B0%B4%EB%93%9C/341/category/67/display/1/,2026년 6월 2일 오전 11:37,,테라바디,4,,일반 제품컷 있음,http://image1.coupangcdn.com/image/vendor_inventory/0877/fb46c141b7d30108e9e733247d7c2621a58753bec1388fc3b0b751867375.jpg,운동회복,,,바디관리,,훅: 종아리 피로를 압박과 진동으로 정리하는 회복 밴드 / 문제: 러닝·헬스·장시간 이동 후 하체 피로가 다음 날 컨디션을 떨어뜨림 / 각도: 운동 후 회복을 장비화하는 남성 루틴 / 근거: 테라바디 공식몰 신상품 영역에서 리커버리펄스 카프 진동 압박 밴드로 판매되고 회복 카테고리 확장성이 큼,높음
테라바디 슬립마스크 진동 수면 안대,,,,SR26-SL-RS-P102,검수 필요,https://m.therabody.kr/product/%ED%85%8C%EB%9D%BC%EB%B0%94%EB%94%94-%EC%8A%AC%EB%A6%BD%EB%A7%88%EC%8A%A4%ED%81%AC-%EC%A7%84%EB%8F%99-%EC%88%98%EB%A9%B4-%EC%95%88%EB%8C%80/313/category/53/display/1/,2026년 6월 2일 오전 11:37,,테라바디,4,,일반 제품컷 있음,https://m.therabody.kr/web/product/big/202410/1809538e6c7efa847263c8be8c88ee6a.jpg,홈케어디바이스,,,수면관리,,훅: 잠들기 전 눈을 닫는 행위를 루틴 장비로 만든 수면 안대 / 문제: 화면 피로와 빛 노출 때문에 퇴근 후 긴장이 쉽게 풀리지 않음 / 각도: 침대 위 회복 스위치 슬롯 / 근거: 테라바디 한국 공식몰 신상품 영역에서 진동 수면 안대로 판매되고 수면·회복 카테고리 명분이 직접적임,높음
그랑핸드 수지 살몬 멀티 퍼퓸,,,,SR26-GR-FR-P103,검수 필요,https://granhand.com/product/susie-salmon-multi-perfume/714/,2026년 6월 2일 오전 11:37,,GRANHAND,5,,일반 제품컷 있음,https://granhand.com/web/product/big/202506/4837ec6222208738f9834ee762996d6a.jpg,향수,,,스타일관리,,훅: 몸·옷·공간을 한 번에 연결하는 멀티 퍼퓸 / 문제: 향수는 부담스럽고 섬유향은 너무 생활용품처럼 느껴질 수 있음 / 각도: 출근 전 과하지 않은 잔향 통제 루틴 / 근거: 그랑핸드 공식몰에서 100ml·200ml 멀티 퍼퓸으로 판매되며 국내 니치 향 브랜드 감도와 선물성이 높음,보통
그랑핸드 수지 살몬 사쉐,,,,SR26-ST-WC-P001,검수 필요,https://en.granhand.com/product/susie-salmon-sachet/482,2026년 6월 2일 오전 11:37,,GRANHAND,5,,일반 제품컷 있음,https://en.granhand.com/web/product/big/202510/ba2fe70ef7e5527636acc438fc95d198.png,의류관리,,,스타일관리,,훅: 옷장과 차 안의 잔향까지 관리하는 사쉐 / 문제: 향수는 몸에 뿌리지만 옷장·가방·차 안 냄새는 방치되기 쉬움 / 각도: 보이지 않는 청결감과 기억되는 잔향 루틴 / 근거: 그랑핸드 공식몰에서 사쉐 40g 제품으로 판매되며 1.5~2개월 사용 가능성이 명시돼 루틴성과 브랜드 감도가 높음,보통
테라바디 테라마인드 스마트고글 2세대 눈 마사지기,,,,SR26-SL-RS-P103,검수 필요,https://m.therabody.kr/product/%ED%85%8C%EB%9D%BC%EB%B0%94%EB%94%94-%ED%85%8C%EB%9D%BC%EB%A7%88%EC%9D%B8%EB%93%9C-%EC%8A%A4%EB%A7%88%ED%8A%B8%EA%B3%A0%EA%B8%80-2%EC%84%B8%EB%8C%80-%EB%88%88-%EB%A7%88%EC%82%AC%EC%A7%80%EA%B8%B0/433,2026년 6월 2일 오전 11:37,,테라바디,4,,일반 제품컷 있음,https://m.therabody.kr/web/product/big/202504/1c6dc7349543b1b8dd4ce1d9103c599d.jpg,홈케어디바이스,,,수면관리,,훅: 눈 피로를 마사지하는 퇴근 후 회복 고글 / 문제: 장시간 모니터와 스마트폰 사용으로 눈 주변 피로가 얼굴 인상까지 끌고 감 / 각도: 피곤해 보이는 인상을 줄이는 야간 회복 루틴 / 근거: 테라바디 한국 공식몰에서 스마트고글 2세대 눈 마사지기로 판매되고 수면·피로 회복 콘텐츠 연결성이 큼,높음
오쏘몰 바이탈 M 30일분,,,,SR26-FD-SU-P105,검수 필요,https://www.ssg.com/item/itemView.ssg?itemId=1000599428885,2026년 6월 2일 오전 11:37,,Orthomol,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/85/88/42/item/1000599428885_i1_232.jpg,영양제,,,식단관리,,훅: 남성용으로 명분이 선명한 프리미엄 멀티비타민 / 문제: 피로 관리를 말하고 싶지만 일반 비타민은 차별점이 약함 / 각도: 바쁜 남성의 컨디션 보험 루틴 / 근거: 동아제약이 오쏘몰 바이탈 M·F를 남녀 특화 건강기능식품으로 선보였고 SSG 동아제약 판매자스토어에서 30일분 제품이 유통됨,보통
오브제 무드 체인지 립밤 2종,,,,SR26-SK-LP-P001,검수 필요,https://obge.co.kr/product/%EB%AC%B4%EB%93%9C-%EC%B2%B4%EC%9D%B8%EC%A7%80-%EB%A6%BD%EB%B0%A4-2%EC%A2%85/18/,2026년 6월 2일 오전 11:59,,OBgE,4,,누끼/단독컷 있음,https://cafe24img.poxo.com/obge/web/product/tiny/202603/8d905196a11b8ec753ed3e3cfe33f704.png,립케어,,,피부관리,,"훅: 티 안 나게 입술 생기를 되돌리는 남성 립밤 / 문제: 건조하고 창백한 입술은 피곤해 보이지만 컬러 립 제품은 부담스러움 / 각도: 색조가 아니라 컨디션을 회복하는 입술 관리 / 근거: 오브제 공식 FAQ와 상품 페이지에서 자연 발색·보습 구조가 확인되고 글로우픽 후기에서 남성도 쓰기 좋은 자연스러운 생기, 건조한 입술 보습 니즈가 반복됨",높음
오브제 내추럴 커버 로션 2종,,,,SR26-SK-MK-P111,검수 필요,https://obge.co.kr/product/%EB%82%B4%EC%B6%94%EB%9F%B4-%EC%BB%A4%EB%B2%84-%EB%A1%9C%EC%85%98/474/,2026년 6월 2일 오전 11:59,,OBgE,5,,누끼/단독컷 있음,https://cafe24img.poxo.com/obge/web/product/tiny/202603/51cc2c59aaf57f8e1a7d5c39687f1b82.png,메이크업,,,피부관리,,"훅: 로션처럼 바르는 남성용 자연 커버 / 문제: 잡티와 수염 자국은 신경 쓰이지만 파운데이션·쿠션은 티 날까 봐 부담스러움 / 각도: 피부를 꾸미는 게 아니라 피곤해 보이는 얼굴을 정리하는 한 단계 / 근거: 오브제 공식몰에서 스킨케어·자외선 차단·피부 커버를 한 번에 해결하는 올인원 커버로션으로 소개되고, 관련 기사에서 올리브영 맨즈케어 1위·남성 자연 커버 니즈가 언급됨",높음
파티온 노스카나인 트러블 컴포트 수분 선크림 SPF50+/PA++++,,,,SR26-SK-SS-P111,검수 필요,https://www.fation.co.kr/product/%ED%8C%8C%ED%8B%B0%EC%98%A8-%EB%85%B8%EC%8A%A4%EC%B9%B4%EB%82%98%EC%9D%B8-%ED%8A%B8%EB%9F%AC%EB%B8%94-%EC%BB%B4%ED%8F%AC%ED%8A%B8-%EC%88%98%EB%B6%84-%EC%84%A0%ED%81%AC%EB%A6%BC-spf50pa/977/,2026년 6월 2일 오전 11:59,,FATION,5,,누끼/단독컷 있음,https://www.fation.co.kr/web/product/big/202503/a53d1cb5ff2ecdf269b8b5a75f676e81.png,선케어,,,피부관리,,"훅: 트러블 피부가 선크림을 포기하지 않게 만드는 수분 SPF / 문제: 선크림을 바르면 답답함·번들거림·트러블 걱정 때문에 차라리 안 바르는 남성이 많음 / 각도: 여드름 흔적이 있는 피부도 매일 바를 수 있는 방어 루틴 / 근거: 공식몰에서 SPF50+/PA++++, 40ml, 판테놀·알란토인·쑥잎추출물 등 진정 성분을 확인했고 화해·글로우픽 계열 리뷰에서 트러블·민감 피부 선크림 니즈가 반복됨",높음
오브제 포어 제로 오일 컨트롤 선스틱,,,,SR26-SK-SS-P112,검수 필요,https://obge.co.kr/product/%ED%8F%AC%EC%96%B4-%EC%A0%9C%EB%A1%9C-%EC%98%A4%EC%9D%BC-%EC%BB%A8%ED%8A%B8%EB%A1%A4-%EC%84%A0%EC%8A%A4%ED%8B%B1/818/,2026년 6월 2일 오전 11:59,,OBgE,5,,누끼/단독컷 있음,https://cafe24img.poxo.com/obge/web/product/tiny/202603/51d51d34f9b752e25fd4dc8724ae280e.png,선케어,,,피부관리,,"훅: 기름종이처럼 쓰는 남성 선스틱 / 문제: 남성 지성 피부는 선크림을 바른 뒤 점심 전에 번들거림이 무너지고, 손에 묻혀 덧바르는 것도 싫어함 / 각도: 자외선 차단과 유분 정리를 동시에 하는 외출 리터치 루틴 / 근거: 공식몰에서 포어 제로 오일 컨트롤 선스틱과 SPF50+/PA++++ 성격이 확인되고, 언파 리뷰·업계 기사에서 보송함·유분 컨트롤·120만개 판매 및 올리브영/무신사 랭킹 호조가 언급됨",높음
포맨트 코튼허그 섬유향수,,,,SR26-ST-WC-P002,검수 필요,https://forment.co.kr,2026년 6월 2일 오후 2:40,,포맨트,4,,일반 제품컷 있음,https://theforment.co.kr/web/product/big/202202/90b2ea90dd70ed6cc5834002a5432962.jpg,의류관리,,,스타일관리,,훅: 향수를 뿌리지 않아도 옷에서 깨끗한 인상을 남기는 섬유향 / 문제: 향수는 부담스럽지만 셔츠와 외투 냄새는 관리하고 싶음 / 각도: 옷 냄새와 첫인상을 동시에 관리하는 잔향 슬롯 / 근거: 포맨트는 국내 향 제품 인지도가 있고 섬유향수는 남성 청결감 콘텐츠로 자연스럽다.,높음
바이오던스 콜라겐 리얼 딥 마스크,,,,SR26-SK-SA-P111,검수 필요,https://biodance.co.kr,2026년 6월 2일 오후 2:40,,바이오던스,4,,일반 제품컷 있음,https://biodance.co.kr/web/upload/NNEditor/20250605/copy-1749101984-2506_E1848BE185A9E186B8E18489E185A7E186ABE1848BE185A1E186ABE18482E185A2E18487E185A2E18482E185A5.jpg,슬로우에이징,,,피부관리,,훅: 자는 동안 피곤한 인상을 눌러주는 콜라겐 마스크 / 문제: 수면 부족과 건조가 다음 날 얼굴 피로감으로 바로 보임 / 각도: 회복형 슬로우에이징 나이트 루틴 / 근거: 콜라겐 마스크팩은 K-뷰티 숏폼과 올리브영 채널에서 전후 비교형 콘텐츠로 확산성이 높다.,높음
케라스타즈 제네시스 옴므 세럼 안티-슈트 포티피앙,,,,SR26-GR-SC-P106,검수 필요,https://www.kerastase.co.kr,2026년 6월 2일 오후 2:40,,케라스타즈,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/38/88/60/item/1000546608838_i1_1100.jpg,두피케어,,,스타일관리,,훅: 빠지는 머리를 샴푸 밖 루틴으로 관리하는 두피 세럼 / 문제: 탈모 고민이 생기면 샴푸만 바꾸고 끝내기 쉬움 / 각도: 샴푸 이후 두피 관리 단계 슬롯 / 근거: 케라스타즈 제네시스 옴므는 남성용 헤어·두피 케어 명분이 강하고 프리미엄 그루밍 콘텐츠로 확장 가능하다.,보통
풀리오 목어깨 마사지기,토큰 교체 후 REST health check 통과. 제품 사진 URL이 비어 있어 Figma 카드 이미지 조건 미충족. 제품 단독 누끼 이미지 필요. Figma node 1:3 아래 SR26-BD-FT는 루틴 액션바만 확인되고 제품 카드 배치 영역은 확인하지 못함.,,수정 필요,SR26-BD-FT-P040,승인,https://pulio.co.kr,2026년 6월 2일 오후 2:40,,풀리오,5,,일반 제품컷 있음,https://pulio365.cafe24.com/web/N002/006.png,운동회복,,,바디관리,,"훅: 어깨가 굳은 남자의 퇴근 후 회복 장비 / 문제: 운동, 운전, 장시간 노트북 사용 뒤 목어깨 긴장이 루틴을 무너뜨림 / 각도: 바디 컨디션 회복 디바이스 슬롯 / 근거: 소형 마사지기는 홈케어·선물·직장인 피로 회복 콘텐츠로 설명하기 쉽고 협찬 확장성이 높다.",높음
우르오스 스킨워시,,,,SR26-BD-BC-P112,검수 필요,https://www.ulos.co.kr,2026년 6월 2일 오후 2:40,,우르오스,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/25/55/93/item/1000544935525_i1_1200.jpg,바디케어,,,바디관리,,"훅: 얼굴과 몸을 한 번에 씻는 남성 샤워 루틴 / 문제: 운동 후 땀, 피지, 냄새를 빠르게 정리해야 하지만 제품을 여러 개 쓰기 귀찮음 / 각도: 헬스장·출장·아침 샤워용 멀티 클렌저 슬롯 / 근거: 우르오스는 남성 바디·스킨케어에서 장기 인지도가 있고 남성 전용 명분이 강하다.",보통
닥터지 레드 블레미쉬 포 맨 올인원,,,,SR26-SK-BR-P111,검수 필요,https://www.dr-g.co.kr,2026년 6월 2일 오후 2:40,,닥터지,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/00/76/74/item/1000049747600_i1_1200.jpg,장벽케어,,,피부관리,,"훅: 남성 피부를 한 병으로 잠잠하게 정리하는 올인원 / 문제: 면도와 세안 뒤 붉어짐, 건조, 번들거림을 따로 관리하기 귀찮음 / 각도: 남성 장벽케어 입문 슬롯 / 근거: 닥터지는 올리브영 기반 더마 인지도가 높고 레드 블레미쉬 라인이 진정·수분 키워드로 강하다.",높음
포뷰트 MTS 두피 부스트 앰플,,,,SR26-GR-SC-P106,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238723,2026년 6월 2일 오후 2:50,,포뷰트,5,,누끼/단독컷 있음,https://www.forbeaut.co.kr/web/product/extra/big/202510/de618b5bb540b6844f5b8fcc2a3429db.jpg,두피케어,,,스타일관리,,훅: 샴푸 다음 단계의 두피 앰플 루틴 / 문제: 두피 고민은 샴푸만으로 끝내기 어렵고 정수리 볼륨과 인상이 같이 무너진다 / 각도: 두피를 피부처럼 관리하는 앰플 슬롯 / 근거: 포뷰트는 남성 헤어·두피 맥락이 강하고 올리브영 두피 케어 카테고리 노출이 있다.,높음
니베아 데오드란트 스틱 더마컨트롤 리스토어,,,,SR26-BD-BC-P113,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249278,2026년 6월 2일 오후 2:50,,니베아,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0024/A00000024927802ko.jpg?l=ko,바디케어,,,바디관리,,훅: 향으로 덮기보다 땀냄새를 사전에 차단하는 스틱 / 문제: 여름·운동 후 체취는 향수보다 데오드란트 루틴이 먼저다 / 각도: 겨드랑이 체취 기본 관리 슬롯 / 근거: 올리브영 데오드란트 카테고리 노출과 니베아의 대중 접근성이 있어 남성 청결 루틴으로 전환하기 쉽다.,보통
그라펜 트리플립 PRO 4종,,,,SR26-SK-LP-P020,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000244792,2026년 6월 2일 오후 2:50,,그라펜,5,,누끼/단독컷 있음,https://img.ssfshop.com/goods/BETY/24/01/04/GR0B24010402659_0_THNAIL_ORGINL_20260128132055974.jpg,립케어,,,피부관리,,훅: 티 나지 않는 남자 입술 생기 루틴 / 문제: 건조하고 창백한 입술은 피곤한 인상을 만들지만 색조 립은 부담스럽다 / 각도: 무색·저채도 립 컨디션 관리 슬롯 / 근거: 그라펜은 남성 그루밍 브랜드 감도가 있고 올리브영에서 남자 립밤 1등 문구로 판매된다.,높음
비레디 트루 톤 로션 하이드로/에어리 40ml 기획,,,,SR26-SK-MK-P114,검수 필요,https://www.brdy-official.com/product/detail.html?product_no=169,2026년 6월 2일 오후 2:50,,비레디,5,,일반 제품컷 있음,https://img.danuri.io/catalog-image/212/035/114/985f4ff475254c27b8cffc650ff9a32c.jpg?shrink=500:500&_v=20260601193412,메이크업,,,피부관리,,"훅: 티 안 나게 얼굴 피로감을 낮추는 커버 로션 / 문제: 남성은 선크림, 로션, 톤 보정을 따로 바르면 루틴 지속이 어렵다 / 각도: 출근 전 1분 피부 컨디션 정리 슬롯 / 근거: 비레디는 남성 토탈 스타일링 브랜드로 올리브영·무신사 유통과 남성 커버 로션 명분이 강하다.",높음
루테카 루트 인핸싱 볼륨 토닉,,,,SR26-GR-SC-P107,검수 필요,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231738,2026년 6월 2일 오후 2:50,,루테카,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023173805ko.jpg?l=ko,두피케어,,,스타일관리,,훅: 납작한 정수리를 드라이 전 토닉으로 세우는 루틴 / 문제: 남성 헤어는 두피 유분과 볼륨 저하가 바로 나이 들어 보이는 인상으로 이어진다 / 각도: 샴푸 후 뿌리 볼륨 리셋 슬롯 / 근거: 루테카는 올리브영 기능성 헤어케어 브랜드로 뿌리 볼륨과 두피 케어 메시지가 명확하다.,보통
